Customer_ID,EstimatedChurnProbability
1000004,0.42308581960075
1000006,0.625048774653062
1000009,0.525179744091793
1000010,0.585630767462751
1000011,0.548886385624994
1000014,0.461948036796393
1000015,0.59771737460752
1000017,0.557647748807262
1000018,0.587369844006693
1000023,0.532420089541217
1000025,0.50788995887947
1000029,0.55277838326391
1000033,0.441513242621466
1000034,0.739311128354168
1000038,0.497415983510337
1000039,0.469446750297603
1000040,0.514707478023099
1000045,0.413000806989223
1000050,0.538457390255351
1000051,0.43528818448126
1000055,0.37081115607667
1000058,0.50774650864962
1000060,0.426163735837789
1000064,0.664983106335243
1000068,0.61873859112156
1000073,0.516959570446608
1000075,0.735903055491008
1000078,0.521391871443109
1000079,0.490148901435696
1000081,0.575479889754837
1000086,0.713540210977829
1000088,0.766797426074658
1000089,0.570990386050456
1000090,0.768363424775546
1000093,0.569995852722265
1000094,0.729727062630978
1000095,0.642532946966821
1000097,0.544504511002253
1000098,0.575175813198046
1000099,0.610552646160915
1000100,0.672157643980887
1000105,0.769749240977599
1000107,0.567942591402904
1000110,0.556963300724111
1000111,0.583534823465981
1000112,0.464434191759401
1000115,0.590417547418592
1000116,0.447354675009918
1000117,0.754874230735784
1000119,0.610582447824836
1000122,0.754885118094849
1000127,0.521910459153283
1000130,0.479659424969262
1000131,0.747518492888615
1000132,0.641605539780987
1000134,0.40985856221061
1000135,0.72205437621785
1000140,0.597445819039423
1000145,0.348841622508402
1000147,0.523935893139759
1000148,0.663225815116099
1000149,0.465508863276305
1000150,0.697578508799075
1000151,0.456269332403569
1000152,0.538949602885654
1000154,0.653486814444116
1000155,0.357429107217808
1000160,0.486373682167364
1000161,0.466534560231841
1000164,0.531264362035538
1000165,0.737022802815759
1000166,0.645858720465509
1000167,0.7777204079798
1000170,0.615824685875449
1000171,0.769923471598196
1000172,0.541185720759181
1000173,0.618283137637685
1000174,0.667749199560223
1000180,0.443779778211834
1000182,0.51791716662379
1000183,0.505303830056757
1000184,0.463477390448914
1000186,0.592654910855016
1000187,0.726702733931281
1000190,0.620188979664522
1000191,0.664883315883756
1000193,0.771117508907476
1000197,0.58595300793764
1000199,0.433602810138015
1000202,0.722017742976752
1000205,0.611188809841334
1000207,0.49103141956316
1000210,0.692750069635631
1000212,0.644709629823032
1000213,0.532363796026987
1000214,0.457625290794871
1000215,0.44516926245222
1000216,0.724817689522374
1000218,0.419278959294114
1000220,0.453613762683424
1000221,0.554473328397932
1000224,0.493615169623002
1000226,0.320328857076413
1000229,0.713734630612254
1000231,0.595273126870329
1000235,0.597398502544094
1000236,0.394718898831764
1000238,0.601963548283454
1000239,0.608550016991866
1000240,0.401688455381787
1000241,0.438225051557965
1000244,0.694240766095246
1000245,0.422473357140417
1000248,0.517031698751309
1000250,0.531664421437506
1000251,0.486160181689786
1000253,0.41604447412826
1000254,0.750498139040776
1000255,0.533692575295267
1000256,0.519204934608719
1000260,0.367138053800589
1000262,0.631306624370883
1000264,0.634622383976541
1000266,0.618838549605136
1000269,0.649316554405837
1000271,0.657675191217814
1000272,0.705139931591457
1000273,0.471389123896431
1000274,0.639940405092924
1000276,0.393323698895513
1000278,0.652729509720354
1000281,0.405789177216989
1000284,0.587731305336357
1000285,0.667026672752024
1000287,0.631207588675953
1000288,0.429349533940093
1000289,0.456478799391044
1000298,0.304516900113183
1000299,0.427380142209091
1000301,0.635128830154448
1000302,0.734657816638261
1000304,0.565631872627747
1000308,0.734396762856296
1000312,0.602238586713457
1000314,0.607443385810303
1000315,0.52626771078402
1000317,0.430423401931326
1000318,0.74178234738199
1000319,0.562722045414822
1000321,0.682334882877725
1000323,0.649845680610478
1000324,0.594410386727506
1000326,0.507353550355537
1000327,0.585334934792093
1000328,0.664768395869674
1000331,0.728681981742409
1000333,0.501291294802767
1000334,0.608532465609606
1000335,0.63635287385651
1000336,0.755854207758594
1000338,0.438930138902848
1000339,0.360398696384031
1000340,0.634104220262269
1000341,0.759291684221978
1000344,0.651463656363989
1000345,0.64416885771106
1000347,0.586270221419513
1000349,0.440089832725071
1000350,0.54636526854768
1000352,0.736287223385466
1000356,0.609612567461583
1000358,0.579704398725104
1000361,0.673073978146218
1000364,0.699619541438942
1000367,0.665875092596744
1000372,0.447519047580955
1000373,0.507146275074371
1000374,0.589146498899875
1000376,0.683218856782067
1000377,0.350531136830784
1000378,0.57260459715888
1000381,0.618840090467265
1000389,0.6298645790724
1000394,0.513971732329266
1000395,0.540506623086895
1000396,0.573763557567137
1000397,0.470275293399717
1000400,0.609781399449548
1000401,0.710345214130134
1000403,0.63273225240334
1000406,0.558638720182805
1000407,0.41847657053699
1000408,0.467851605187588
1000409,0.586128668338075
1000410,0.647340063023916
1000413,0.73263116154949
1000417,0.368331149382886
1000418,0.622223073565238
1000420,0.532607560082047
1000422,0.733149257677853
1000423,0.508312109628253
1000425,0.597063726286702
1000427,0.631245796574223
1000433,0.622836808547936
1000435,0.515678643394745
1000439,0.73538909115647
1000440,0.489808469611522
1000441,0.365807476673316
1000442,0.569043905094316
1000443,0.505165857369361
1000448,0.623615639367706
1000450,0.465193820175668
1000451,0.564772351440967
1000453,0.578790782590961
1000454,0.554431518261786
1000458,0.643296238187189
1000461,0.64407198678197
1000469,0.399719295268577
1000471,0.418980432715827
1000472,0.421857489309756
1000474,0.645986276046578
1000479,0.48627479078524
1000481,0.622274951686974
1000483,0.548150030252461
1000484,0.423787770745541
1000487,0.40101627651942
1000488,0.582006840533388
1000490,0.62948519824171
1000491,0.754512742991806
1000494,0.496597003040793
1000499,0.630327847727309
1000502,0.334072725403713
1000503,0.468537105687515
1000506,0.676126993831092
1000507,0.661786582679887
1000514,0.426061283582628
1000519,0.506949985124845
1000520,0.610817740798727
1000521,0.420347872511038
1000522,0.359467017587451
1000524,0.53281970329147
1000527,0.631026460747393
1000528,0.431420178039812
1000532,0.500292951026396
1000533,0.664226633371203
1000534,0.44011628003478
1000538,0.737799204961229
1000541,0.599292153991076
1000544,0.614897304439432
1000548,0.596234153631944
1000549,0.338865764799798
1000553,0.6133392085419
1000554,0.319814387704317
1000556,0.705525794296666
1000559,0.708710881427486
1000562,0.717923150617808
1000565,0.637129008006028
1000567,0.4331006948625
1000570,0.485552424482782
1000571,0.579846822171666
1000573,0.511467849431034
1000577,0.59207540149607
1000578,0.475448709736913
1000586,0.642209101113652
1000587,0.444290575292972
1000588,0.610119192780762
1000589,0.638028046960713
1000590,0.407222678182381
1000591,0.40441725509704
1000592,0.60068908120632
1000593,0.544057854780017
1000598,0.521012347878668
1000600,0.596504344456981
1000601,0.484456922434873
1000604,0.622546214031174
1000608,0.507659548499369
1000611,0.535869159312642
1000614,0.583915885144567
1000616,0.671533358590094
1000619,0.528287192877362
1000620,0.654640753249627
1000621,0.719099854494121
1000628,0.577037875893326
1000631,0.621002838365124
1000632,0.724511656687831
1000635,0.610327366115087
1000636,0.531412858746795
1000637,0.39104487200483
1000640,0.341214452413684
1000641,0.700633352941795
1000642,0.469147430325936
1000643,0.317318385860224
1000646,0.532462972660583
1000651,0.706557504796177
1000654,0.450963988416671
1000655,0.436371028589419
1000657,0.707129464226878
1000660,0.263353789856807
1000661,0.450588964626649
1000663,0.489850483636003
1000666,0.587402826820359
1000667,0.621442418909294
1000669,0.639067838655728
1000675,0.505637325180858
1000677,0.570318760481898
1000681,0.633282601616413
1000682,0.357938037587316
1000683,0.449953996012997
1000685,0.541737025399949
1000689,0.686323549646133
1000691,0.502408854847709
1000695,0.351531486866093
1000697,0.593972344642852
1000699,0.538508689781346
1000700,0.58174526818818
1000702,0.458723329483264
1000706,0.501210304569163
1000708,0.37627493009212
1000709,0.611154824827663
1000714,0.373184343690037
1000716,0.596708516022028
1000717,0.519834201116385
1000718,0.539749743165413
1000720,0.571554928662668
1000722,0.72988543290749
1000723,0.55930838786298
1000725,0.733243902773612
1000728,0.551599041189605
1000730,0.667688399991984
1000736,0.463732605864677
1000739,0.575784046703254
1000740,0.502583782472638
1000742,0.389932321490867
1000743,0.524331628607354
1000744,0.630168733487554
1000745,0.637472470489028
1000746,0.690228160022293
1000747,0.644337106761093
1000748,0.297663298480668
1000750,0.657999515274408
1000752,0.338057842126534
1000756,0.642077780100168
1000757,0.46106004287822
1000758,0.599023437453968
1000759,0.439683310581408
1000760,0.621052341494178
1000761,0.573637719265601
1000762,0.575702162550443
1000764,0.514279247652623
1000765,0.541790821121846
1000766,0.475708664170234
1000772,0.739597206396064
1000777,0.465969056195539
1000778,0.676060406809102
1000779,0.657006107834459
1000780,0.524442726350893
1000782,0.628639828779595
1000783,0.55933335819698
1000785,0.553252883115354
